Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,sap-user-profile-stage,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,prod-seo-auto-reports,07/01/20 00:00:00,07/02/20 00:00:00,5
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,prod-rds-general-log-bucket,07/01/20 00:00:00,07/02/20 00:00:00,2445
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,dmap-prod-d3js,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-public-alb-logs,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,dmap-prod-s3-access-logs,07/01/20 00:00:00,07/02/20 00:00:00,4
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,prod-comp-price,07/01/20 00:00:00,07/02/20 00:00:00,1381
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,dmap-prod-nifi,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-data-bucket,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,HeadBucket,Requests-Tier2,dmap-prod-sap,07/01/20 00:00:00,07/02/20 00:00:00,3
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,prod-qa-reports,07/01/20 00:00:00,07/02/20 00:00:00,914
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,prod-winter-at-tantora-bigquery,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-tableau-backup,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,dmap-sap-daas,07/01/20 00:00:00,07/02/20 00:00:00,6
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,cf-templates-1q938a0vie91x-eu-west-1,07/01/20 00:00:00,07/02/20 00:00:00,1507
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,sap-user-profile-stage,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-prod-ranger-audit-logs,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,elaa-sap1,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,dmap-public,07/01/20 00:00:00,07/02/20 00:00:00,1826
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,prod-odl-1,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-prod-s3-access-logs,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,dmap-artifacts,07/01/20 00:00:00,07/02/20 00:00:00,3
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,dmap-prod-sap,07/01/20 00:00:00,07/02/20 00:00:00,343
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,dmap-prod-nifi,07/01/20 00:00:00,07/02/20 00:00:00,2315
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,tapro-atg-t1-complete,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-prod-datascience,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,HeadBucket,Requests-Tier2,dmap-prod-nifi,07/01/20 00:00:00,07/02/20 00:00:00,8
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,prod-comp-price,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,dmap-public-alb-logs,07/01/20 00:00:00,07/02/20 00:00:00,1898
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,testing-cloudwatch-logs,07/01/20 00:00:00,07/02/20 00:00:00,4521
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,edl-live-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,dmap-prod-sync-stage,07/01/20 00:00:00,07/02/20 00:00:00,6
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,dmap-prod-hub,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,dmap-prod-grafana,07/01/20 00:00:00,07/02/20 00:00:00,2345
AmazonS3,InitiateMultipartUpload,EU-Requests-Tier1,dmap-prod-sap,07/01/20 00:00:00,07/02/20 00:00:00,82
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,qa.ingestion.reports,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,dmap-prod,07/01/20 00:00:00,07/02/20 00:00:00,4
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-data-bucket,07/01/20 00:00:00,07/02/20 00:00:00,309
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,sap-user-profile-stage,07/01/20 00:00:00,07/02/20 00:00:00,2385
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,prod-fin-mgmt-report,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,elasticbeanstalk-eu-west-1-032862061730,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,dmap-prod-hub,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-hdp-mysql-dump,07/01/20 00:00:00,07/02/20 00:00:00,317
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,dmap-tableau-backup,07/01/20 00:00:00,07/02/20 00:00:00,2365
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,prod-odl-1,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-prod-sync-stage,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,dmap-prod-d3js,07/01/20 00:00:00,07/02/20 00:00:00,3
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-hub,07/01/20 00:00:00,07/02/20 00:00:00,306
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,dmap-live-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,1415
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-prod-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-live-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,lump-data,07/01/20 00:00:00,07/02/20 00:00:00,7
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,prod-rds-general-log-bucket,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,edl-online-backup,07/01/20 00:00:00,07/02/20 00:00:00,4219
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,prod-qa-reports,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,cf-templates-1q938a0vie91x-eu-west-1,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,testing-cloudwatch-logs,07/01/20 00:00:00,07/02/20 00:00:00,4
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,edl-live-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,dmap-prod-crm-data-ingestion,07/01/20 00:00:00,07/02/20 00:00:00,986
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,elasticbeanstalk-eu-west-1-032862061730,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-prod-hadoop-backup,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,qa.ingestion.reports,07/01/20 00:00:00,07/02/20 00:00:00,3
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,edl-live-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,311
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,qa.ingestion.reports,07/01/20 00:00:00,07/02/20 00:00:00,934
AmazonS3,ReadACL,EU-Requests-Tier2,dmap-public,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,prod-comp-price,07/01/20 00:00:00,07/02/20 00:00:00,6
AmazonS3,HeadBucket,Requests-Tier2,edl-live-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,prod-fin-mgmt-report,07/01/20 00:00:00,07/02/20 00:00:00,313
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,dmap-prod-hadoop-backup,07/01/20 00:00:00,07/02/20 00:00:00,1439
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dataquality.seera.report,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-artifacts,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,dmap-public-tableau-nlb-logs,07/01/20 00:00:00,07/02/20 00:00:00,3
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-braze,07/01/20 00:00:00,07/02/20 00:00:00,308
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,dmap-prod-data-warehouse,07/01/20 00:00:00,07/02/20 00:00:00,1445
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-prod-d3js,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dataquality.seera.report,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,HeadBucket,Requests-Tier2,dmap-prod-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,3
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-cloud-trail,07/01/20 00:00:00,07/02/20 00:00:00,142
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,elaa-sap1,07/01/20 00:00:00,07/02/20 00:00:00,890
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,elaa-sap1,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-prod-qliksense-backup,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,dmap-prod-hadoop-backup,07/01/20 00:00:00,07/02/20 00:00:00,3
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,dmap-prod-kerberos,07/01/20 00:00:00,07/02/20 00:00:00,348
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,elasticbeanstalk-eu-west-1-032862061730,07/01/20 00:00:00,07/02/20 00:00:00,1010
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-prod,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,esmash,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,HeadBucket,Requests-Tier2,prod-fin-mgmt-report,07/01/20 00:00:00,07/02/20 00:00:00,4
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-s3-access-logs,07/01/20 00:00:00,07/02/20 00:00:00,317
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,esmash,07/01/20 00:00:00,07/02/20 00:00:00,2235
AmazonS3,ReadACL,EU-Requests-Tier2,dmap-prod,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,prod-rds-error-slowquey-logs,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,PutObject,EU-Requests-Tier1,dmap-prod-sap,07/01/20 00:00:00,07/02/20 00:00:00,926
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,prod-fin-mgmt-report,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,HeadBucket,C3DataTransfer-Out-Bytes,prod-odl-1,07/01/20 00:00:00,07/02/20 00:00:00,1808
AmazonS3,ReadACL,EU-Requests-Tier2,dmap-test-bucket,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-prod-wifi-db,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-Requests-Tier2,dmap-public-tableau-nlb-logs,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,cf-templates-1q938a0vie91x-eu-west-1,07/01/20 00:00:00,07/02/20 00:00:00,329
AmazonS3,UploadPart,EU-DataTransfer-In-Bytes,dmap-prod-sap,07/01/20 00:00:00,07/02/20 00:00:00,853150680
AmazonS3,ReadACL,EU-Requests-Tier2,cf-templates-1q938a0vie91x-eu-west-1,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,prod-fin-mgmt-report,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-Requests-Tier2,dmap-prod-nifi,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,dmap-live-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,dmap-prod-data-warehouse,07/01/20 00:00:00,07/02/20 00:00:00,354
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-artifacts,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-prod-sap,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-Requests-Tier2,prod-comp-price,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,test-omr-logs,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-grafana,07/01/20 00:00:00,07/02/20 00:00:00,310
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-prod-hadoop-backup,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadBucketPublicAccessBlock,EU-Requests-Tier2,dmap-prod-nifi,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-Requests-Tier2,dmap-prod-grafana,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-data-warehouse,07/01/20 00:00:00,07/02/20 00:00:00,142
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-sap-daas,07/01/20 00:00:00,07/02/20 00:00:00,306
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-prod-hub,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-Requests-Tier2,dmap-prod-cf,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-crm-data-ingestion,07/01/20 00:00:00,07/02/20 00:00:00,321
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,cf-templates-1q938a0vie91x-eu-west-1,07/01/20 00:00:00,07/02/20 00:00:00,366
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,prod-rds-general-log-bucket,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-Requests-Tier2,dmap-tableau-backup,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-sap-omr,07/01/20 00:00:00,07/02/20 00:00:00,305
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,dmap-prod-qliksense-backup,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,ReadACL,EU-Requests-Tier2,qa.ingestion.reports,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadLocation,EU-Requests-Tier2,dmap-prod-sync-stage,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-public,07/01/20 00:00:00,07/02/20 00:00:00,142
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,dmap-public,07/01/20 00:00:00,07/02/20 00:00:00,330
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,edl-adjust,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-Requests-Tier2,dmap-prod-crm-data-ingestion,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,dmap-prod-crm-data-ingestion,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,elaa-sap1,07/01/20 00:00:00,07/02/20 00:00:00,302
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-prod-sap,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-Requests-Tier2,tapro-atg-t1-complete,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,tajawal-online-data,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,312
AmazonS3,ReadACL,EU-Requests-Tier2,dmap-public-tableau-nlb-logs,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadLocation,EU-Requests-Tier2,dmap-prod-ranger-audit-logs,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,dmap-prod-cf,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,prod-qa-reports,07/01/20 00:00:00,07/02/20 00:00:00,141
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,cf-templates-1q938a0vie91x-eu-west-1,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-Requests-Tier2,esmash,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,prod-winter-at-tantora-bigquery,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,prod-rds-general-logs,07/01/20 00:00:00,07/02/20 00:00:00,314
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-prod-wifi-db,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ListAllMyBuckets,C3DataTransfer-Out-Bytes,,07/01/20 00:00:00,07/02/20 00:00:00,211304
AmazonS3,ReadLocation,EU-Requests-Tier2,prod-winter-at-tantora-bigquery,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,dmap-sap-omr,07/01/20 00:00:00,07/02/20 00:00:00,342
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-ranger-audit-logs,07/01/20 00:00:00,07/02/20 00:00:00,320
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,sap-user-profile-stage,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,prod-qa-reports,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadLocation,EU-Requests-Tier2,qa.ingestion.reports,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ListAllMyBuckets,Requests-Tier1,,07/01/20 00:00:00,07/02/20 00:00:00,41
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-live-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,312
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-sap-daas,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,dmap-prod-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadLocation,EU-Requests-Tier2,dmap-prod-hdp-mysql-dump,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,UploadPart,EU-Requests-Tier1,dmap-prod-sap,07/01/20 00:00:00,07/02/20 00:00:00,218
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,prod-comp-price,07/01/20 00:00:00,07/02/20 00:00:00,308
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-live-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,esmash,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadLocation,EU-Requests-Tier2,lump-data,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadACL,EU-USE1-AWS-Out-Bytes,qa.ingestion.reports,07/01/20 00:00:00,07/02/20 00:00:00,2148
AmazonS3,ReadBucketPublicAccessBlock,EU-USE1-AWS-Out-Bytes,prod-odl-1,07/01/20 00:00:00,07/02/20 00:00:00,326
AmazonS3,ReadACL,EU-Requests-Tier2,dmap-prod-kerberos,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,dmap-prod-s3-access-logs,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadLocation,EU-Requests-Tier2,dmap-public-alb-logs,07/01/20 00:00:00,07/02/20 00:00:00,33
AmazonS3,ReadACL,EU-USE1-AWS-Out-Bytes,dmap-prod-data-warehouse,07/01/20 00:00:00,07/02/20 00:00:00,1108
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,qa.ingestion.reports,07/01/20 00:00:00,07/02/20 00:00:00,141
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-prod-ranger-audit-logs,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,dmap-live-dwh-files,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadLocation,EU-Requests-Tier2,tajawal-online-data,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadACL,EU-USE1-AWS-Out-Bytes,dmap-prod-sap,07/01/20 00:00:00,07/02/20 00:00:00,1108
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-datascience,07/01/20 00:00:00,07/02/20 00:00:00,314
AmazonS3,ReadACL,EU-Requests-Tier2,dmap-prod-grafana,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,prod-comp-price,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadLocation,EU-Requests-Tier2,edl-adjust,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadACL,EU-USE1-AWS-Out-Bytes,dmap-test-bucket,07/01/20 00:00:00,07/02/20 00:00:00,1628
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-cf,07/01/20 00:00:00,07/02/20 00:00:00,305
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,prod-winter-at-tantora-bigquery,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,dmap-artifacts,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadLocation,EU-Requests-Tier2,edl-online-backup,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadACL,EU-USE1-AWS-Out-Bytes,dmap-prod,07/01/20 00:00:00,07/02/20 00:00:00,1108
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-kerberos,07/01/20 00:00:00,07/02/20 00:00:00,311
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,qa.ingestion.reports,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,dmap-prod-braze,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadLocation,EU-Requests-Tier2,test-omr-logs,07/01/20 00:00:00,07/02/20 00:00:00,33
AmazonS3,ReadACL,EU-USE1-AWS-Out-Bytes,dmap-public,07/01/20 00:00:00,07/02/20 00:00:00,1108
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,esmash,07/01/20 00:00:00,07/02/20 00:00:00,299
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-prod-s3-access-logs,07/01/20 00:00:00,07/02/20 00:00:00,1
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,dmap-prod-sync-stage,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadLocation,EU-Requests-Tier2,dmap-sap-daas,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadACL,EU-USE1-AWS-Out-Bytes,prod-qa-reports,07/01/20 00:00:00,07/02/20 00:00:00,1108
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,dmap-prod-sync-stage,07/01/20 00:00:00,07/02/20 00:00:00,313
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,lump-data,07/01/20 00:00:00,07/02/20 00:00:00,2
AmazonS3,ReadLocation,EU-USE1-AWS-Out-Bytes,dmap-prod-qliksense-backup,07/01/20 00:00:00,07/02/20 00:00:00,4384
AmazonS3,ReadLocation,EU-Requests-Tier2,dmap-prod-wifi-db,07/01/20 00:00:00,07/02/20 00:00:00,32
AmazonS3,ReadACL,EU-USE1-AWS-Out-Bytes,dmap-prod-grafana,07/01/20 00:00:00,07/02/20 00:00:00,1108
AmazonS3,ReadBucketPolicyStatus,EU-USE1-AWS-Out-Bytes,prod-seo-auto-reports,07/01/20 00:00:00,07/02/20 00:00:00,314
AmazonS3,ReadBucketPolicyStatus,EU-Requests-Tier2,dmap-public,07/01/20 00:00:00,07/02/20 00:00:00,1
